index,type,text,relevance
1133,Organization,commission for the implementation of the constitution,0.963296
1133,Organization,commission on revenue allocation,0.526425
1134,Organization,kenya law reform commission,0.954265
1134,Organization,constitutional implementation oversight committee,0.764894
1134,Organization,parliament,0.466028
1134,Quantity,five years,0.145579
1134,Organization,national assembly,0.04981
1138,Location,kenya,0.993399
1138,Quantity,ninety-nine year,0.256665
1139,Quantity,ninety-nine year,0.978348
1139,Location,kenya,0.503387
1141,Organization,national assembly,0.968313
1141,Organization,senate,0.60284
1141,Quantity,sixty days,0.42313
1143,Organization,national assembly,0.9999
1144,Organization,national assembly,0.978348
1145,Organization,senate,0.978348
1145,Organization,national assembly,0.945311
1147,Organization,cabinet,0.978348
1150,Organization,commission on the implementation of the constitution,0.963296
1150,Organization,commission on revenue allocation,0.646093
1151,Quantity,thirty days,0.978348
1152,Organization,parliament,0.978348
1153,Quantity,three years,0.963296
1153,Organization,national government,0.771529
1155,Quantity,three year,0.963296
1155,Quantity,five years,0.212614
1156,Organization,national government,0.963296
1156,Quantity,five years,0.852291
1159,Organization,judicial service commission,0.963296
1159,Quantity,sixty days,0.546781
1160,Organization,judicial service commission,0.978348
1161,Organization,judicial service commission,0.958279
1161,Quantity,three years,0.320658
1161,Person,andone,0.249664
1162,Organization,public service commission,0.9999
1162,Organization,judicial service commission,0.711064
1163,Organization,supreme court,0.978348
1163,Quantity,one year,0.716085
1164,Organization,registrar of the high court,0.978348
1165,Quantity,one year,0.978348
1167,Quantity,six months,0.978348
1168,Organization,national assembly,0.978348
1170,Organization,commission on the implementation of the constitution,0.958279
1170,Organization,commission on revenue allocation,0.664026
1170,Quantity,ninety days,0.176303
1171,Quantity,nine months,0.978348
1172,Organization,salaries and remuneration commission,0.963296
1172,Organization,national assembly,0.032115
1173,Organization,kenya national commission on human rights,0.954265
1173,Organization,kenya national commission,0.886298
1173,Organization,national commission on gender and development,0.740819
1173,Organization,national commission on gender and development act,0.638134
1173,Organization,kenya national human rights and equality commission,0.266085
1174,Organization,kenya national commission on human rights,0.958279
1174,Organization,kenya national human rights and equality commission,0.94838
1174,Organization,national commission on gender and development shall,0.486777
1176,Quantity,twelve months,0.978348
1178,Organization,electoral commission,0.963296
1178,Organization,electoral and boundaries commission,0.621999
1180,Quantity,one year,0.978348
1181,Organization,national assembly,0.9999
1182,Location,kenya,0.993399
1182,Location,united kingdom,0.444404
1188,Organization,andadopt,0.978348
1193,Quantity,twelve months,0.978348
1197,Location,kenya,0.9999
1197,Person,kibaki,0.253352
1198,Location,kenya,0.978348
1200,Location,kenya,0.978348
1202,Organization,authority of courts,0.978348
1206,Organization,oran association,0.978348
1245,Person,andto,0.978348
1249,Location,kenya,0.978348
1253,Organization,freedom of association,0.978348
1272,Quantity,six months,0.978348
1274,Location,kenya,0.978348
1288,Quantity,five percent,0.978348
1293,Quantity,fourteen days,0.963296
1293,Organization,national assembly,0.440904
1294,Organization,national assembly,0.978348
1294,Quantity,three-quarters,0.416632
1298,Organization,office of state officers,0.963296
1298,Organization,ethics and anti,0.287772
1300,Organization,independent electoral and boundaries commission,0.978348
1306,Organization,national government,0.978348
1307,Location,kenya,0.9999
1308,GeographicFeature,the territorial sea,0.978348
1310,Organization,national government,0.958279
1310,Location,kenya,0.573619
1310,Organization,national land commission,0.266634
1317,Quantity,ninety-nine years,0.978348
1318,Quantity,ninety-nine year,0.963296
1318,Quantity,ninety nine year,0.388874
1320,Organization,parliament,0.978348
1322,Organization,parliament,0.978348
1323,Organization,national land commission,0.958279
1323,Organization,national government,0.850399
1323,Location,kenya,0.333437
1324,Organization,national land commission,0.978348
1326,Location,kenya,0.978348
1332,Organization,parliament,0.978348
1343,Organization,parliament,0.988382
1343,Organization,national assembly,0.820894
1343,Organization,senate,0.567855
1345,Organization,parliament,0.978348
1345,Organization,senate,0.304491
1348,Location,kenya,0.978348
1349,Quantity,five years,0.978348
1353,Organization,independent electoral and boundaries commission,0.978348
1354,Quantity,three months,0.958279
1354,Organization,national assembly,0.61013
1354,Organization,senate,0.388656
1357,Quantity,twenty-eight days,0.963296
1357,Organization,independent electoral and boundaries commission,0.394693
1358,PrintMedia,national circulation,0.978348
1359,Quantity,five years,0.958279
1359,Organization,asa,0.930902
1359,Organization,parliament,0.71717
1361,Organization,national assembly,0.978348
1362,Organization,independent electoral and boundaries commission,0.954265
1362,Quantity,eight years,0.292949
1362,Quantity,twelve years,0.265714
1362,Quantity,twelve months,0.140087
1362,Organization,parliament,0.011704
1364,Quantity,twelve months,0.978348
1368,PrintMedia,gazette,0.978348
1370,Quantity,thirty days,0.963296
1370,Quantity,three months,0.272295
1371,Location,kenya,0.9999
1373,Organization,county assembly,0.963296
1373,Location,kenya,0.020152
1376,Organization,parliament,0.978348
1378,Organization,national assembly,0.963296
1378,Organization,senate,0.614338
1379,Organization,legislative authority of the republic,0.978348
1380,Organization,parliament,0.978348
1381,Location,alter county,0.963296
1381,Organization,parliament,0.860536
1383,Organization,parliament,0.963296
1383,Location,kenya,0.625455
1384,Location,kenya,0.978348
1385,Organization,national assembly,0.9999
1386,Organization,national assembly,0.978348
1387,Organization,senate,0.978348
1388,Organization,senate,0.978348
1389,Organization,senate,0.978348
1390,Organization,senate,0.978348
1391,Organization,national assembly,0.9999
1393,Organization,parliamentary service commission,0.963296
1393,Organization,parliament,0.057762
1395,Organization,cabinet,0.9999
1397,Organization,senate,0.978348
1400,Organization,parliament,0.978348
1401,Organization,senate,0.978348
1402,Location,kenya,0.95577
1402,Quantity,ten years,0.875541
1402,Quantity,six months,0.54038
1402,Person,oris,0.529197
1405,Quantity,twenty-one days,0.978348
1406,Organization,national assembly,0.954265
1406,Quantity,twenty-one days,0.81869
1406,Organization,senate,0.637202
1406,Location,anda,0.356658
1406,Quantity,ninety days,0.228123
1407,Quantity,three months,0.978348
1408,Organization,house of parliament,0.978348
1409,Location,kenya,0.95577
1409,Organization,house,0.306259
1409,Organization,parliament,0.243172
1409,Quantity,six months,0.094113
1410,Quantity,twelve months,0.978348
1411,Person,parliamentas,0.963296
1411,Organization,parliament,0.502515
1413,Organization,parliament,0.963296
1413,Organization,house of parliament,0.216108
1415,Quantity,six months,0.978348
1416,Organization,house of parliament,0.968313
1416,Organization,parliament,0.311359
1416,Organization,house,0.30965
1418,Organization,house,0.9999
1419,Organization,houses of parliament,0.958279
1419,Organization,national assembly,0.605557
1419,Organization,senate,0.033462
1420,Organization,minority party,0.978348
1421,Organization,national assembly,0.978348
1422,Organization,minority party,0.963296
1422,Organization,national assembly,0.473688
1423,Organization,minority party,0.978348
1424,Organization,county government,0.958279
1424,Organization,national assembly,0.695007
1424,Organization,assembly,0.03283
1425,Organization,national assembly,0.963296
1425,Organization,senate,0.652404
1426,Organization,committee of the relevant house of parliament,0.963296
1426,Organization,national assembly,0.220759
1429,Organization,national assembly,0.963296
1429,Organization,senate,0.673761
1430,Organization,house of parliament,0.958279
1430,Organization,house,0.253605
1430,Quantity,seven days,0.233681
1431,Organization,county government,0.978348
1432,Organization,national assembly,0.958279
1432,Organization,senate,0.445868
1432,Organization,assembly,0.02896
1433,Organization,national assembly,0.95577
1433,Organization,assembly,0.462577
1433,Quantity,seven days,0.456479
1433,Organization,senate,0.157539
1437,Organization,mediation committee,0.963296
1437,Organization,house,0.166608
1438,Organization,mediation committee,0.958279
1438,Organization,national assembly,0.398211
1438,Quantity,seven days,0.085983
1439,Quantity,thirty days,0.963296
1439,Organization,house,0.155838
1441,Organization,national assembly,0.95577
1441,Organization,relevant committee of the assembly,0.744527
1441,Organization,assembly,0.512115
1441,Organization,cabinet,0.131215
1446,Organization,senate,0.9999
1448,PrintMedia,gazette,0.963296
1448,Quantity,seven days,0.370641
1449,Organization,parliament,0.963296
1449,PrintMedia,the gazette,0.82098
1450,Organization,parliament,0.9999
1451,Organization,parliament,0.978348
1452,Organization,parliament,0.958279
1452,Organization,majority party,0.808804
1452,Organization,minority party,0.360912
1454,Organization,parliament,0.978348
1455,Organization,court of appeal,0.963296
1455,Organization,supreme court,0.859369
1456,Organization,county assembly,0.963296
1456,Organization,office of county governor,0.46675
1458,Organization,parliament,0.978348
1459,Organization,parliament,0.978348
1461,Organization,house of parliament,0.978348
1463,Organization,parliament,0.963296
1463,Organization,house,0.443232
1464,Organization,senate,0.978348
1465,Organization,senate,0.978348
1466,Organization,senate,0.978348
1467,Organization,senate,0.978348
1468,Organization,house of parliament,0.978348
1469,Organization,parliament,0.978348
1470,Organization,house,0.978348
1471,Organization,house,0.9999
1472,PrintMedia,gazette,0.963296
1472,Quantity,thirty days,0.259231
1473,Person,andone man,0.963296
1473,Organization,parliament,0.022799
1474,Organization,parliament,0.978348
1476,Organization,parliament,0.978348
1477,Organization,house of parliament,0.958279
1477,Organization,parliamentary service commission,0.907507
1477,Organization,relevant house,0.169418
1479,Location,kenya,0.978348
1480,Location,kenya,0.978348
1481,Location,kenya,0.978348
1482,Location,kenya,0.978348
1483,Organization,national assembly,0.978348
1485,PrintMedia,gazette,0.958279
1485,Organization,parliament,0.511745
1485,Organization,cabinet,0.405759
1486,Organization,cabinet,0.978348
1487,Organization,correctional services,0.958279
1487,Organization,andat,0.881884
1487,Organization,cabinet,0.544462
1491,Organization,cabinet,0.963296
1491,Organization,andthe authority,0.734491
1498,Organization,electoral and boundaries commission,0.978348
1502,Organization,county assembly,0.9999
1505,Organization,national government,0.9999
1508,Person,ora,0.978348
1509,Quantity,sixty days,0.978348
1511,Quantity,sixty days,0.978348
1513,Organization,national assembly,0.963296
1513,Quantity,sixty days,0.205922
1514,Organization,supreme court,0.963296
1514,Quantity,seven days,0.686799
1515,Organization,supreme court,0.978348
1516,Organization,supreme court,0.963296
